ID	GeneSymbol
axo19320-f_at	UBXN6
axo10353-f_at	SLC16A6
axo16734-r_at	SLC47A1
axo18281-r_at	AKT1
axo11885-f_at	RAD21
axo06391-r_at	APLP2
axo13444-f_s_at	ROBLD3
axo10825-f_at	PPP4R1
axo00810-f_at	C7orf11
axo00809-f_at	PPP1R14B
axo09728-r_at	ATOX1
axo10395-f_at	ETF1
axo31199-f_at	
axo12988-f_at	MED15
axo25672-f_at	
axo01342-f_at	SGMS1
axo24418-r_at	
axo16028-f_at	NKRF
axo02021-r_at	C1QC
axo29212-f_at	
axo28867-f_at	
axo11765-f_at	NCK1
axo25172-f_at	
axo25862-f_at	
axo06180-r_at	NEU1
axo29801-f_at	
axo17243-f_at	PAF1
axo15830-r_at	MTP18
axo12606-r_at	RASA4
axo17950-f_at	DHRS4
axo17303-f_at	ABCB9
axo10630-f_at	JARID2
axo01585-f_at	MFSD6L
axo13717-r_at	GNL3
axo20248-r_at	GTF2I
axo10561-f_at	H2AFY
axo11577-r_at	HNRNPM
axo17783-r_at	WDFY1
axo01587-f_at	ZNF567
axo14954-r_at	R3HDM1
axo25306-f_at	
axo20306-f_at	CALD1
axo05214-f_at	ELOVL7
axo10319-f_at	RAB11A
axo28926-f_at	
axo25181-f_at	
axo04997-r_at	FAM89B
axo29693-f_at	
axo31620-f_at	
axo09234-r_at	PIP5K1B
axo25682-f_at	
axo11739-f_at	BMP1
axo01331-f_at	KLHL7
axo02048-f_at	SLC35C2
axo29155-f_at	
axo09279-f_at	CUL2
axo20276-r_at	WASF1
axo06715-f_at	FAM190A
axo19366-r_at	
axo17507-f_at	PCNP
axo31404-f_at	
axo25517-f_at	
axo15379-r_at	NOSIP
axo07465-f_at	AQP4
axo02925-f_at	FOXK1
axo07509-r_at	ATP6V1B2
axo01454-f_at	SPATA2L
axo07306-r_at	IL8
axo08854-f_at	SPR
axo27522-f_at	
axo07018-f_at	CAMK2B
axo03340-f_at	NDRG2
axo28421-f_at	
axo16230-f_at	ZNF407
axo15144-f_at	SENP6
axo09383-f_at	PDXK
axo17667-f_at	CCPG1
axo05554-f_at	XDH
axo00752-f_at	SDSL
axo10555-f_at	CXCL14
axo12465-r_at	CKAP4
axo31403-f_x_at	
axo17885-f_at	NIN
axo28765-f_at	
axo03660-f_at	LOC653884
axo27419-f_at	
axo25775-f_at	
axo15464-r_at	DERL2
axo04673-f_at	KDM6B
axo29086-f_at	
axo13234-f_at	TIMM8B
axo09329-f_at	PEX3
axo26087-f_at	
axo21731-f_at	
axo09272-f_at	DUSP11
axo10594-f_at	CDH15
axo20104-f_at	ORAI1
axo05719-r_at	USP8
axo01165-f_at	ZNF25
axo03478-f_at	CCDC18
axo24056-f_at	
axo24936-f_at	
axo09909-f_at	EEF1E1
axo17622-f_at	MIF4GD
axo08066-f_at	LAMC1
axo24097-f_at	
axo13307-r_at	BRD7
axo11843-r_at	PLTP
axo21997-f_at	
axo17344-r_at	U2AF2
axo27458-f_at	
axo18653-f_at	AACS
axo27878-f_at	
axo03530-r_at	UAP1L1
axo15088-r_at	SS18
axo17185-f_at	RHOF
axo25258-f_at	
axo25904-f_at	
axo29697-f_at	
axo18957-f_at	C11orf67
axo29369-f_at	
axo18539-f_at	CERK
axo15635-f_at	ANAPC5
axo02964-f_at	CD247
axo24238-f_at	
axo00760-f_at	HPS1
axo29789-f_at	
axo02183-f_at	PDZD8
axo15099-f_at	IBTK
axo25123-f_at	
axo16143-f_at	ANKRD10
axo29067-f_at	
axo19295-f_at	GRPEL1
axo12985-r_at	EML2
axo11718-f_at	WFDC2
axo11394-r_at	TXNDC9
axo08438-f_at	POLR2G
axo10459-f_at	TM9SF2
axo13324-f_at	RBM15B
axo10086-f_at	EPS8
axo06587-f_at	TBC1D7
axo15332-r_at	UBR5
axo25988-f_at	
axo01094-f_at	FAM82A1
axo09382-f_at	PDXK
axo16877-f_at	PDLIM5
axo10076-f_at	EPHA7
axo02763-f_at	UBE2E3
axo01320-f_at	ASB3
axo13732-f_at	ACAD8
axo11423-f_at	M6PRBP1
axo15359-r_at	LIPT1
axo09206-r_at	TRRAP
axo11554-f_at	MTHFR
axo27481-f_at	
axo27517-f_at	
axo06427-f_at	MGEA5
axo18646-f_at	FGFR1
axo07409-r_at	ACTG1
axo17754-r_at	IFT80
axo12463-f_at	
axo13880-f_at	EHD3
axo00384-f_at	APEX1
axo25225-f_at	
axo02358-f_at	EXOC8
axo15318-f_at	UMOD
axo30334-f_at	
axo11815-f_at	PCM1
axo08661-f_at	RCN1
axo06746-f_at	HEXB
axo11131-f_at	ABCA1
axo30215-f_at	
axo12065-f_at	ARFGEF1
axo04981-r_at	PTEN
axo01260-r_at	CCDC127
axo02097-r_at	GLUL
axo08316-r_at	OMG
axo14964-f_at	BRI3
axo18078-f_at	FAM108C1
axo18471-r_at	GLI3
axo10659-f_at	MYO1E
axo10485-f_at	KCNK6
axo03175-r_at	NUP43
axo28436-f_at	
axo08607-r_at	ABCD3
axo06239-f_at	ECD
axo02571-r_at	PRR5
axo24876-f_at	
axo14556-f_at	CUL9
axo31319-f_s_at	
axo27699-f_at	
axo02601-f_at	PIK3R1
axo15883-f_at	NRN1
axo25570-f_at	
axo14390-f_at	USP33
axo13976-f_at	UBE3C
axo04367-f_at	CAPSL
axo30715-f_at	
axo03210-f_at	AQP12A
axo16534-r_at	FANCL
axo08498-r_at	PRPSAP1
axo17756-r_at	KLHL8
axo04592-f_at	ETV4
axo00740-r_at	CCDC101
axo03296-r_at	UBL7
axo13228-r_at	SLC13A4
axo09924-f_at	GDA
axo10104-f_at	FARSA
axo08573-f_at	CYP2B6
axo12485-r_at	GCN1L1
axo01249-f_at	C10orf4
axo06205-r_at	KLRAQ1
axo28764-f_at	
axo25528-f_at	
axo18522-r_at	FAM59A
axo22605-f_at	
axo02294-f_at	N6AMT2
axo02706-f_at	FAM55B
axo07767-f_at	EIF4E
axo16282-r_at	OSGEP
axo01756-f_at	FAM26D
axo18866-r_at	SFRS14
axo08809-r_at	SMARCB1
axo09996-f_at	CEACAM5
axo26967-f_at	
axo08084-f_at	LGALS1
axo15214-f_at	GTPBP5
axo04828-r_at	ALDOB
axo27635-f_at	
axo07976-r_at	ALDH1A3
axo16728-f_at	CNDP2
axo07832-r_at	FRK
axo15014-f_at	RCHY1
axo16104-f_at	ITLN1
axo25634-f_at	
axo12621-r_at	NUDT21
axo18086-f_at	OVOL2
axo25786-f_at	
axo00090-r_at	INTS4
axo03333-f_at	TEAD4
axo05070-f_at	CYP4B1
axo24916-f_at	
axo30038-f_at	
axo28253-f_at	
axo29257-f_at	
axo06281-r_at	DEPDC5
axo29757-f_at	
axo10572-f_at	ACTN4
axo02144-f_at	
axo19293-f_at	ITPKC
axo21339-f_at	TUBA1B
axo07476-f_at	ARF4
axo03126-r_at	C7orf52
axo15890-f_at	FKBP11
axo11372-f_at	LPAR6
axo07260-f_at	EREG
axo15316-r_at	UMOD
axo08727-f_at	MAPK12
axo29423-f_at	
axo12644-f_at	KERA
axo04651-f_at	GLT8D4
axo03025-f_at	TMEM17
axo18725-r_at	TAF1D
axo09975-f_at	CALR
axo09471-f_at	EIF3J
axo22480-f_at	
axo01730-f_at	RBM45
axo00346-r_at	PTPN2
axo08331-r_at	PEBP1
axo03497-f_at	LTBP1
axo13874-f_at	EXT1
axo11191-r_at	LDHA
axo18846-r_at	ROGDI
axo19215-f_at	ATHL1
axo04523-r_at	C16orf35
axo11894-f_at	RANBP2
axo12362-f_at	DIAPH2
axo05844-r_at	SSFA2
axo19570-f_at	HUWE1
axo27923-f_at	
axo13794-f_at	SRPX2
axo27140-f_at	
axo28106-f_at	
axo09911-f_at	CHD1L
axo08089-r_at	LGALS9
axo31605-f_at	
axo08763-f_s_at	SFRS3
axo18990-f_at	ZFHX4
axo09097-r_at	VAV2
axo08961-f_at	TGFBR2
axo07286-f_at	GPC4
axo06678-r_at	MYL12B
axo19433-f_at	ATG16L1
axo19604-f_at	CRISPLD1
axo27927-f_at	
axo14754-r_at	DENND5A
axo14260-f_at	ZNF510
axo02772-f_at	ANKDD1A
axo07712-f_at	DBT
axo22665-f_at	
axo05005-r_at	C18orf19
axo04190-f_at	ARL16
axo06409-f_at	CMKLR1
axo19084-r_at	MRM1
axo01896-f_at	C10orf46
axo18704-f_at	ASPSCR1
axo27182-f_at	
axo24915-f_at	
axo27467-f_at	
axo08825-f_at	SNRPA1
axo23156-f_at	
axo08086-f_at	LGALS3
axo10257-r_at	SNRPA
axo28048-f_at	
axo11851-f_at	PPARA
axo09969-f_at	PTTG1IP
axo10032-f_at	DAG1
axo18378-f_at	DPEP2
axo14677-f_at	ACSBG1
axo05832-r_at	G6PD
axo27985-f_at	
axo19341-r_at	WDR59
axo11983-f_at	ZER1
axo01891-f_at	PQBP1
axo31568-f_at	
axo08568-r_at	PTPN9
axo05779-r_at	CYBB
axo01411-f_at	CHMP7
axo01625-f_at	TMEM154
axo25665-f_at	
axo27829-f_at	
axo04843-r_at	ANKRD12
axo22728-f_at	
axo02788-r_at	PAIP1
axo13770-f_at	SERP1
axo02500-f_at	FAM83C
axo08502-f_at	HTRA1
axo15776-f_at	C20orf43
axo03468-r_at	TACC2
axo13175-r_at	ERCC3
axo11648-f_at	CDC42BPB
axo29939-f_at	
axo13941-f_at	FAM21A
axo18815-f_at	RFFL
axo16256-f_at	CHD7
axo09175-r_at	CHIT1
axo09665-f_at	SELENBP1
axo18842-r_at	OSBPL9
axo09783-f_at	FGF12
axo19559-f_at	HNRNPD
axo04146-f_at	LOC440335
axo02299-f_at	PCSK9
axo12670-r_at	CDC37
axo19554-f_at	EPPK1
axo03192-f_at	DHX57
axo25963-f_at	
axo12821-r_at	VPS45
axo02107-f_at	C18orf54
axo05180-f_at	FOXRED2
axo18148-f_at	KLHL12
axo07848-r_at	GABPA
axo29867-f_at	
axo11393-f_at	
axo06362-r_at	ILF3
axo29087-f_at	
axo18779-f_at	GLDC
axo21198-f_at	KRT10
axo28043-f_at	
axo12413-f_at	ZBTB33
axo16835-f_at	FGD6
axo18461-r_at	PNKD
axo16532-f_at	PRPF38B
axo26002-f_at	
axo05285-f_at	C6orf136
axo11075-f_at	XRCC2
axo07263-r_at	FBL
axo25024-f_at	
axo08087-f_at	LGALS3
axo00776-f_at	TYW3
axo18582-f_at	CBFB
axo07611-r_at	CENPC1
axo09602-f_at	FCGBP
axo17604-f_at	PELI1
axo06233-f_at	TOM1
axo24480-f_at	
axo13160-f_at	FBXO9
axo28760-f_at	
axo17293-r_at	IRGC
axo16295-f_at	RG9MTD1
axo17908-r_at	CWC22
axo19719-f_at	FNTA
axo14276-f_at	MTX2
axo01124-r_at	SOCS5
axo09488-f_at	B4GALT3
axo25527-f_at	
axo15789-f_at	PHF20
axo16633-r_at	VPS13D
axo01976-r_at	RDH10
axo02934-r_at	VAPA
axo25933-f_at	
axo27755-f_at	
axo04555-r_at	TNFAIP8
axo27634-f_at	
axo21717-f_at	
axo07152-f_at	DKC1
axo28795-f_at	
axo07839-r_at	FTH1
axo14979-f_at	COG4
axo31499-f_s_at	
axo15914-r_at	C21orf66
axo15968-f_at	SPA17
axo10297-f_at	BAT1
axo00746-r_at	ADAT3
axo00747-f_at	CASC4
axo00432-f_at	RAB12
axo18061-r_at	ZNF410
axo25575-f_at	
axo15872-r_at	BFAR
axo10398-f_at	COL3A1
axo24901-f_at	
axo01664-f_at	C7orf27
axo10858-f_at	ATP2A3
axo29770-f_at	
axo13632-r_at	GCAT
axo28950-f_at	
axo01953-r_at	USP2
axo24796-f_at	
axo25735-f_at	
axo02547-f_at	LAYN
axo24406-f_at	
axo11974-f_at	RBM14
axo07708-r_at	CUX1
axo31415-f_s_at	
axo21578-f_at	
axo18867-f_at	SFRS14
axo14741-f_at	PDS5A
axo17060-f_at	BAIAP2L1
axo30162-f_at	
axo02695-f_at	CPEB2
axo08060-f_at	LAMB1
axo13269-f_at	RNASEN
axo23305-f_at	
axo15465-f_at	EXOSC3
axo00331-r_at	MSL3
axo18635-r_at	SIGLEC1
axo03024-f_at	MPZL3
axo13847-f_at	TFCP2L1
axo14199-f_at	RNF10
axo02086-f_at	TSHZ2
axo05644-f_at	SPG21
axo12244-f_at	HSPA8
axo00510-f_at	ATP6V1G3
axo11722-f_at	CROP
axo24390-f_at	
axo07495-f_at	ATP1B2
axo10988-r_at	HDLBP
axo27323-f_at	
axo21149-f_s_at	ITLN1
axo18389-f_at	HERPUD2
axo08156-r_at	MDM2
axo07893-f_at	GOT1
axo02508-f_at	STXBP4
axo19760-f_at	DSEL
axo07830-f_at	FN1
axo16489-f_at	YEATS2
axo07599-f_at	GSR
axo09179-r_at	USP7
axo15583-f_at	SUFU
axo19511-r_at	BRCC3
axo17815-f_at	STIM2
axo05983-f_at	CDC7
axo19135-r_at	FBXL18
axo11235-f_at	ZDHHC13
axo13352-r_at	SNX10
axo12831-f_at	FKBP9
axo03396-r_at	FIBIN
axo15572-f_at	TFIP11
axo08506-f_at	PSAP
axo21205-f_s_at	RBMXL2
axo25129-f_at	
axo28139-f_at	
axo19918-r_at	MKI67IP
axo22435-f_at	
axo11396-f_at	TM6SF2
axo04192-f_at	CD68
axo03422-f_at	LEP
axo04280-f_at	PC
axo29487-f_at	
axo07480-f_at	ARF6
axo09222-f_at	CDC45L
axo05251-f_at	FAM135A
axo03032-f_at	GALNT10
axo06551-f_at	PLEKHA5
axo07919-r_at	ALDH1A1
axo11306-f_at	EDIL3
axo30043-f_at	
axo24024-r_at	
axo04258-f_at	PRKAG2
axo23636-f_at	
axo15722-f_at	GTF2IRD1
axo06206-r_at	C11orf68
axo12280-f_at	MTHFD2
axo27198-f_at	
axo00475-f_at	RGS18
axo03719-r_at	
axo09764-r_at	EIF4EBP1
axo28334-f_at	
axo09990-f_at	CDH1
axo09623-r_at	CPNE3
axo17390-f_at	DUSP22
axo08965-f_at	TGM3
axo02528-f_at	MTDH
axo11848-f_at	POLR2H
axo22437-f_at	
axo19989-r_at	AP1M1
axo02003-f_at	SYVN1
axo31294-f_s_at	
axo02052-f_at	TGIF1
axo24531-f_at	
axo04514-f_at	DEPDC7
axo07325-f_at	GCLC
axo06470-f_at	APRT
axo03576-f_at	NAP5
axo17863-r_at	RDH14
axo24434-f_at	
axo12290-f_at	STARD10
axo16860-f_at	LMBRD1
axo02345-f_at	LYG2
axo09939-f_at	POLR2B
axo15169-f_at	WSB1
axo16455-r_at	SCYL2
axo01697-f_at	C7orf41
axo03113-f_at	FAM89A
axo27796-f_at	
axo13988-f_at	DHX34
axo24668-f_at	
axo02419-f_at	PDE12
axo25730-f_at	
axo20142-r_at	PPP1R15B
axo10735-f_at	SLC12A4
axo16517-f_at	MAGOHB
axo25240-f_at	
axo17882-f_at	ALS2
axo15317-f_at	UMOD
axo13859-f_at	SCHIP1
axo10822-f_at	FGFBP1
axo10274-f_at	TGM2
axo21661-f_at	
axo29169-f_at	
axo06747-r_at	HEXB
axo11065-f_at	TECTA
axo18179-f_at	ELOVL5
axo07014-r_at	C1QBP
axo06991-r_at	ATP6AP1
axo18486-r_at	ELOVL4
axo20020-f_at	SMEK1
axo25096-f_at	
axo06763-f_at	PLS1
axo03572-f_at	FHL2
axo22098-r_at	
axo08223-f_at	MUC5B
axo10686-f_at	PCYT1A
axo11266-r_at	ATP2C1
axo14660-f_at	MESDC2
axo03270-f_at	SFT2D2
axo18868-f_at	SFRS14
axo00398-r_at	DYNLL2
axo19741-f_at	QRICH2
axo26275-f_at	
axo23267-f_at	
axo28231-f_at	
axo24339-f_at	
axo15596-f_at	HN1
axo00221-f_at	HCCA2
axo10356-f_at	SLC16A6
axo14907-f_at	KIAA0947
axo08894-f_at	RPS6KB1
axo07368-f_at	IGSF3
axo12741-f_at	SLC14A2
axo09328-f_at	HPGD
axo26356-f_at	
axo28886-f_at	
axo06310-f_at	TNPO2
axo12159-f_at	SLC2A1
axo05345-f_at	LDB1
axo17125-f_at	DNAJC10
axo13890-r_at	UBXN4
axo05813-f_at	NR1H3
axo08161-r_at	CA2
axo04870-f_at	RELL1
axo13427-r_at	DHX38
axo13537-f_at	STXBP6
axo17752-f_at	STAMBPL1
axo10228-f_at	PFKFB4
axo08646-f_at	RASA1
axo09674-f_at	RPS6KB2
axo11387-f_at	RBM5
axo08357-r_at	PDCD2
axo01871-f_at	IKIP
axo19010-f_at	PRR5
axo17567-f_at	NIPAL3
axo25767-f_at	
axo06827-f_at	MAN2B1
axo07451-f_at	AMD1
axo04896-r_at	ACLY
axo01348-r_at	ERGIC1
axo20117-f_at	ATAD1
axo07582-r_at	CD63
axo15874-f_at	TLR7
axo12457-r_at	IFI44L
axo17388-f_at	GOSR2
axo07116-f_at	CST6
axo18126-f_at	RAB18
axo16271-f_at	BTBD2
axo25161-f_at	
axo14059-f_at	SNX17
axo04273-f_at	MPO
axo24241-f_at	
axo29333-f_at	
axo24155-f_at	
axo25935-f_at	
axo10362-f_at	FAM50A
axo09868-f_at	SERPINF2
axo24662-f_at	
axo19956-r_at	CC2D1B
axo22916-f_at	
axo16699-f_at	CARKD
axo07578-r_at	CCT6A
axo13167-r_at	PLDN
axo15104-f_at	MOXD1
axo31364-f_at	
axo03527-f_at	MBNL2
axo01910-f_at	SIAE
axo11397-f_at	TM6SF2
axo02187-f_at	BLOC1S2
axo03230-f_at	TMEM189
axo29780-f_at	
axo27250-f_at	
axo28263-f_at	
axo04493-r_at	MYH14
axo09075-f_at	UBE2G2
axo16617-f_at	PTPLAD2
axo08551-f_at	CYP2A13
axo24159-f_at	
axo23017-f_at	
axo13162-f_at	TTC33
axo12690-r_at	TEP1
axo19929-f_at	C2orf40
axo04573-f_at	TBCE
axo28529-f_at	
axo12972-f_at	DDAH1
axo12568-f_at	SUMO2
axo07547-f_at	BTG1
axo03618-f_at	STAMBP
axo12911-f_at	TARDBP
axo01694-f_at	D2HGDH
axo17259-r_at	ALG1
axo18938-f_at	PPCS
axo18984-r_at	C15orf29
axo27071-f_at	
axo09681-f_at	HIP1R
axo08176-r_at	BCKDHA
axo09592-f_at	FCGBP
axo13934-f_at	MDC1
axo17285-r_s_at	RBMXL1
axo01525-r_at	FBXL14
axo01496-f_at	C4orf32
axo07918-r_at	ALDH1A1
axo07258-r_at	EPB41L2
axo24538-f_at	
axo08776-f_at	ST8SIA1
axo08081-f_at	LECT2
axo14487-f_at	PPRC1
axo15454-f_at	TTC15
axo18345-r_at	DUS1L
axo05921-r_at	PLCD1
axo07174-f_at	DYNC1H1
axo06700-f_at	ITGAV
axo00125-r_at	ZNF830
axo13356-r_at	ERCC5
axo26432-f_at	
axo11749-r_at	PIM3
axo29101-f_at	
axo29788-f_at	
axo04765-f_at	SPI1
axo30271-f_at	
axo24332-f_at	
axo15887-f_at	GCNT4
axo16955-r_at	ASAP1
axo02074-f_at	MOBKL1A
axo14587-f_at	PLXND1
axo17278-r_at	ITSN2
axo27674-f_at	
axo07703-f_at	CTNNA1
axo16251-f_at	TTC19
axo24521-f_at	
axo00284-r_at	VPS29
axo22009-f_at	
axo14423-r_at	PDS5B
axo29336-f_at	
axo30579-f_at	
axo24673-f_at	
axo05981-f_at	TBCCD1
axo04486-f_at	TP53I11
axo08287-f_at	NME3
axo07374-r_at	IGFBP7
axo06411-f_at	CMKLR1
axo05357-r_at	ARHGEF7
axo07378-f_at	IKBKB
axo13609-r_s_at	PFDN6
axo07069-r_at	CHGA
axo19387-f_at	SERPINB1
axo08547-r_at	PSMD13
axo19061-r_at	CYB561
axo18411-f_at	NXN
axo27233-f_at	
axo10176-f_at	MMP2
axo13918-f_at	ARHGEF10
axo09215-f_at	GSTP1
axo26985-f_at	
axo11852-r_at	POLR2J
axo24904-f_at	
axo02909-f_at	TMEM65
axo20240-f_at	CASP2
axo06989-f_at	ARL1
axo09365-f_at	AP3B1
axo12018-r_at	APPBP2
axo17782-r_at	WDFY1
axo17805-r_at	KIAA1468
axo01853-f_at	LPCAT4
axo08160-f_at	ME2
axo20188-f_at	MFSD5
axo08408-f_s_at	PKM2
axo28080-f_at	
axo12838-r_at	CBX3
axo29100-f_at	
axo01955-f_at	HSCB
axo08600-r_at	RAD1
axo04732-f_at	VWC2L
axo27945-f_at	
axo06328-f_at	LITAF
axo27991-f_at	
axo08512-f_at	PSMA5
axo05289-f_at	GJB6
axo03614-f_at	KREMEN1
axo05517-f_at	CEP55
axo04979-f_at	MID1
axo26086-f_at	
axo25366-f_at	
axo29371-f_at	
axo14410-f_at	PDXDC1
axo12103-f_at	CDC42EP3
axo21696-f_at	
axo10548-f_at	PTGES
axo11093-r_at	SMC3
axo19104-r_at	GPR177
axo00893-r_at	CD300LF
axo07066-f_at	CHD4
axo17559-r_at	C16orf84
axo04824-r_at	C6orf182
axo17168-r_at	FAM105A
axo12750-f_at	PRSS23
axo05714-f_at	TC2N
axo27065-f_at	
axo04312-f_at	FILIP1L
axo02922-r_at	B3GALTL
axo28007-f_at	
axo18300-f_at	CA7
axo17172-r_at	CENPP
axo19693-f_at	STARD3NL
axo05427-f_at	TPMT
axo19219-r_at	C16orf59
axo06748-r_at	HEXB
axo18291-f_at	GALNT11
axo25020-f_at	
axo31698-f_at	
axo04434-r_at	SCYL1
axo10354-f_at	SLC16A6
axo11129-r_at	ABCA1
axo13641-f_at	CAPN7
axo29856-f_at	
axo12630-f_at	WWP1
axo28836-f_at	
axo10298-f_at	CDK2AP1
axo06127-r_at	FIP1L1
axo00233-f_at	MYLK
axo04289-r_at	PREPL
axo08309-f_at	ODC1
axo14210-r_at	MAPKAP1
axo09037-r_at	TRPC1
axo10287-r_at	DAP3
axo08385-f_at	PFKP
axo11376-f_at	TAGLN
axo26194-f_at	
axo12512-f_at	KDELR3
axo14581-f_at	POGZ
axo13902-r_at	FAM120A
axo24867-f_at	
axo25339-f_at	
axo18808-f_at	SAP130
axo02215-f_at	HARBI1
axo19243-r_at	OPA3
axo10111-f_at	FIGF
axo28588-f_at	
axo10093-r_at	ACSL4
axo08054-f_at	KRT19
axo13209-r_at	RSU1
axo04581-f_at	CYP4F2
axo08640-r_at	RANBP1
axo10303-f_at	COIL
axo30170-f_at	
axo30201-f_at	
axo18248-r_at	ZNF711
axo10696-r_at	SERPINB10
axo16956-r_at	ASAP1
axo11668-f_at	DSCR3
axo27931-f_at	
axo15985-f_at	STAU1
axo08047-r_at	ALOX5
axo31729-f_at	
axo16845-f_at	ABCF3
axo17058-f_at	C20orf24
axo29687-f_at	
axo20251-f_at	NLRP1
axo12918-f_at	COMMD3
axo02793-f_at	WASH1
axo07722-f_at	DES
axo25271-f_at	
axo15511-r_at	COMMD2
axo25116-f_at	
axo24666-f_at	
axo04237-f_at	MAOA
axo04506-f_at	CSPP1
axo09218-f_at	ACOX3
axo02888-r_at	FBXO25
axo00957-f_at	AP1G1
axo14359-r_at	SPEN
axo03290-f_at	HSPD1
axo30265-f_at	
axo19775-r_at	PHAX
axo00234-r_at	CD97
axo05969-f_at	CCNJ
axo16327-r_at	TMEM127
axo10624-r_at	IGFALS
axo05978-f_at	RUNDC3B
axo08162-r_at	CA2
axo15382-r_at	DERA
axo01757-r_at	AOF1
axo20132-r_s_at	C9orf3
axo06258-f_at	VWDE
axo03538-f_at	ZNF467
axo16278-f_at	KDM1
axo15357-f_at	GSTK1
axo24598-f_at	
axo09788-r_at	GYG1
axo13040-r_at	SIRT1
axo27868-f_at	
axo28064-f_at	
axo28022-f_at	
axo07090-f_at	CLPTM1
axo28309-f_at	
axo07288-f_at	FOXC1
axo29987-f_at	
axo18720-f_at	C16orf68
axo25608-f_at	
axo01705-r_at	RGN
axo25204-f_at	
axo02938-f_at	PHLPP1
axo17817-r_at	ZFAT
axo15913-r_at	WAC
axo04711-r_at	ZNF697
axo18081-f_at	ZNF71
axo03185-f_at	UBE2CBP
axo08959-f_at	TG
axo10419-r_at	DHRS3
axo08656-f_at	RBM4
axo13130-f_at	MAPRE3
axo02223-r_at	HARBI1
axo12649-f_at	KATNA1
axo05950-r_at	INPP4A
axo15805-r_at	TMEM138
axo25599-f_at	
axo11946-f_at	SRPX
axo03643-r_at	TXNRD3
axo09894-r_at	MED21
axo12252-f_at	STAG2
axo08426-f_s_at	PMP2
axo02839-r_at	ZMYND8
axo27655-f_at	
axo18531-f_at	MEAF6
axo04785-f_at	JMJD6
axo25641-f_at	
axo08111-f_at	LRP1
axo27164-f_at	
axo12854-f_at	ACOX1
axo28085-f_at	
axo01265-f_at	GPR125
axo25928-f_at	
axo16221-f_at	ANKHD1
axo01843-f_at	ORAOV1
axo27749-f_at	
axo29672-f_at	
axo10491-f_at	ABCG2
axo25001-f_at	
axo29173-f_at	
axo15858-f_at	SIRT6
axo04788-f_at	THOC2
axo15602-f_at	LSM8
axo16078-f_at	VEZT
axo19874-f_at	S100A13
axo05371-f_at	THUMPD3
axo11449-f_at	PURA
axo12754-r_at	STRAP
axo15072-f_at	RWDD3
axo30373-f_at	
axo00296-f_at	ANTXR2
axo06507-r_at	KCTD1
axo12712-r_at	VIL1
axo02856-f_at	TMEM37
axo20603-f_s_at	FTH1
axo16669-f_at	ARL8B
axo19416-f_at	ITFG1
axo02155-f_at	INO80E
axo26896-f_at	
axo14392-r_at	DOPEY1
axo19323-f_at	C6orf27
axo11926-f_at	TLN1
axo15342-f_at	TRIM24
axo29860-f_at	
axo13460-r_at	SNX24
axo10517-f_at	PIGB
axo04985-f_at	AKT1S1
axo15383-f_at	MEMO1
axo05595-r_at	YPEL5
axo00865-r_at	CMBL
axo24608-f_at	
axo08012-f_at	JAK1
axo24464-f_at	
axo31423-f_s_at	
axo12429-f_at	UGT2A1
axo23749-f_at	
axo01447-f_at	C15orf27
axo15391-f_at	TPPP3
axo11462-r_at	SIGMAR1
axo14238-f_at	DOLK
axo01736-f_at	ITGB4
axo15469-f_at	EXOSC1
axo30004-f_at	
axo20158-r_at	C12orf52
axo25814-f_at	
axo24523-f_at	
axo11004-f_at	ITSN1
axo08870-f_at	CETP
axo01710-f_at	COL24A1
axo25710-f_at	
axo09278-r_at	CUL3
axo09772-f_at	FASN
axo29184-f_at	
axo16642-r_at	C12orf11
axo19959-f_at	HEATR7A
axo22833-f_at	
axo15976-f_at	CPSF2
axo03042-r_at	FLRT3
axo05824-r_at	VWA5A
axo05962-f_at	IFNGR1
axo02870-r_at	C6orf145
axo06808-f_at	LDLR
axo29561-f_at	
axo11291-r_at	ABCC5
axo20776-f_s_at	HNRNPAB
axo08342-r_at	PAWR
axo00818-f_at	BCL2L14
axo00791-f_at	SFMBT2
axo00899-r_at	SMARCA2
axo11089-f_at	PAPSS1
axo28283-f_at	
axo14044-r_at	TOX
axo18553-f_s_at	CUTA
axo09450-f_at	EIF3A
axo21139-f_at	LOC729085
axo03400-r_at	RBM12B
axo07616-f_at	CTSC
axo07496-f_at	ATP1B3
axo15886-r_at	PPP2CB
axo15494-f_at	HDGFRP3
axo04679-r_at	PEX6
axo20281-r_at	LGALS12
axo19264-r_at	CXorf21
axo09697-f_at	BTAF1
axo15395-r_at	MRPS7
axo07952-f_at	IARS
axo15981-f_at	CHRAC1
axo15754-f_at	DSP
axo07246-f_at	EMP1
axo04627-f_at	PXMP3
axo08185-f_at	MMP13
axo25906-f_at	
axo02001-f_at	SPAG1
axo12050-r_at	AGR2
axo18824-f_at	RNASEH2B
axo13904-r_at	PSME4
axo17774-r_at	TMEM181
axo24609-f_at	
axo19048-f_at	NUDT18
axo12022-r_at	CIB2
axo24396-f_at	
axo07980-r_at	IRF2
axo25597-f_at	
axo05754-f_at	ENTPD4
axo26372-f_at	
axo26963-f_at	
axo11369-f_at	FARP1
axo30446-f_at	
axo18395-f_at	CPZ
axo02409-r_at	NUDT14
axo10222-r_at	ROR2
axo19059-f_at	TGS1
axo09591-f_at	FCGBP
axo15280-f_at	DCAF8
